62055	253	360	186	1	1	1
64425	257	359	184	2	2	1
67050	252	359	181	3	3	1
69614	247	360	183	4	4	1
72177	250	360	179	5	5	1
74620	253	359	173	6	6	1
77305	254	359	169	7	7	1
80589	253	358	176	8	8	1
83280	250	358	187	9	9	1
85524	247	358	201	10	10	1
87968	243	357	209	11	11	1
90381	242	357	209	12	12	1
92634	240	356	209	13	13	1
94818	245	356	207	14	14	1
99902	252	355	208	15	1	2
101997	247	355	211	16	2	2
104131	249	354	213	17	3	2
106414	251	354	217	18	4	2
108677	255	354	219	19	5	2
111020	258	353	221	20	6	2
113416	261	353	221	21	7	2
115780	261	353	211	22	8	2
117888	260	352	200	23	9	2
119975	258	352	194	24	10	2
122073	254	352	192	25	11	2
124258	258	352	191	26	12	2
126316	264	352	191	27	13	2
128550	260	352	192	28	14	2
133380	267	352	194	29	1	3
135766	271	352	195	30	2	3
138092	266	352	196	31	3	3
140528	261	352	197	32	4	3
143114	264	352	196	33	5	3
145809	267	352	195	34	6	3
148574	268	352	192	35	7	3
151269	268	352	194	36	8	3
153804	266	352	204	37	9	3
156010	262	351	211	38	10	3
158216	258	351	217	39	11	3
160327	257	351	222	40	12	3
162434	254	351	224	41	13	3
164492	258	350	224	42	14	3
170937	264	350	233	43	1	4
173077	261	350	234	44	2	4
175223	263	350	235	45	3	4
177320	264	350	236	46	4	4
179496	268	350	237	47	5	4
181792	272	350	237	48	6	4
184266	274	350	233	49	7	4
186481	275	350	226	50	8	4
188550	273	350	218	51	9	4
190598	271	350	214	52	10	4
192734	268	349	212	53	11	4
194881	271	349	212	54	12	4
196959	277	349	213	55	13	4
199035	273	350	214	56	14	4
204099	279	350	217	57	1	5
206348	282	351	220	58	2	5
208961	277	351	220	59	3	5
211277	272	351	219	60	4	5
213743	276	352	219	61	5	5
216451	279	352	218	62	6	5
218927	280	352	215	63	7	5
221660	279	352	216	64	8	5
224274	277	352	223	65	9	5
226796	273	352	230	66	10	5
229150	269	352	235	67	11	5
231425	267	352	240	68	12	5
233492	266	352	241	69	13	5
235580	270	351	241	70	14	5
