60969	196	397	219	1	1	1
63062	199	397	218	2	2	1
65235	195	396	216	3	3	1
67618	192	396	214	4	4	1
70262	194	396	213	5	5	1
72783	196	396	207	6	6	1
75418	196	395	205	7	7	1
78039	196	394	207	8	8	1
80742	194	393	223	9	9	1
83322	191	393	241	10	10	1
85946	188	392	249	11	11	1
88507	187	391	250	12	12	1
90800	186	391	249	13	13	1
93135	189	390	245	14	14	1
98149	195	389	246	15	1	2
100393	192	388	247	16	2	2
102696	193	388	252	17	3	2
105150	194	387	256	18	4	2
107404	197	386	258	19	5	2
109748	199	386	258	20	6	2
112095	202	385	256	21	7	2
114251	202	385	247	22	8	2
116368	201	384	237	23	9	2
118652	200	384	231	24	10	2
120751	197	383	228	25	11	2
122945	200	383	226	26	12	2
125102	204	383	225	27	13	2
127172	201	383	225	28	14	2
132365	207	382	228	29	1	3
134412	210	382	228	30	2	3
136510	206	382	228	31	3	3
138617	202	382	226	32	4	3
140894	205	382	225	33	5	3
143300	207	382	225	34	6	3
145746	208	381	223	35	7	3
148392	207	381	226	36	8	3
150937	205	380	238	37	9	3
153064	203	380	244	38	10	3
155210	200	380	249	39	11	3
157350	199	379	251	40	12	3
159596	197	379	253	41	13	3
161682	200	378	253	42	14	3
167026	205	377	256	43	1	4
169144	202	377	258	44	2	4
171290	203	377	260	45	3	4
173377	204	377	260	46	4	4
175554	208	377	259	47	5	4
177810	210	376	258	48	6	4
180253	212	375	255	49	7	4
182589	212	375	243	50	8	4
184873	212	374	229	51	9	4
187010	210	374	221	52	10	4
189206	207	373	217	53	11	4
191412	210	373	216	54	12	4
193548	215	372	214	55	13	4
195625	212	372	213	56	14	4
200709	216	372	212	57	1	5
202944	218	372	210	58	2	5
205376	214	372	207	59	3	5
207742	211	372	207	60	4	5
210149	213	371	204	61	5	5
212745	215	371	200	62	6	5
215370	216	370	196	63	7	5
217725	216	370	196	64	8	5
219901	214	369	205	65	9	5
222156	211	369	212	66	10	5
224234	208	368	217	67	11	5
226301	207	367	224	68	12	5
228518	206	367	224	69	13	5
230606	209	366	225	70	14	5
235542	213	365	226	71	1	6
237886	209	365	228	72	2	6
240144	210	364	231	73	3	6
242260	211	364	234	74	4	6
244447	214	363	235	75	5	6
246486	217	363	236	76	6	6
248597	219	362	235	77	7	6
250635	219	362	230	78	8	6
252782	218	361	221	79	9	6
254939	216	361	216	80	10	6
257045	214	360	214	81	11	6
259113	217	360	214	82	12	6
261181	221	359	214	83	13	6
263367	220	359	213	84	14	6
268571	223	359	217	85	1	7
270887	224	359	217	86	2	7
273183	219	359	217	87	3	7
275402	216	359	217	88	4	7
277737	219	359	215	89	5	7
280061	221	359	211	90	6	7
282655	222	359	206	91	7	7
284802	221	359	207	92	8	7
286928	220	358	213	93	9	7
289075	217	358	220	94	10	7
291172	213	357	225	95	11	7
293302	213	357	229	96	12	7
295418	212	357	229	97	13	7
297574	216	356	232	98	14	7
302776	218	356	235	99	1	8
304972	214	356	239	100	2	8
307138	215	356	238	101	3	8
309396	215	355	241	102	4	8
311661	219	355	240	103	5	8
314173	222	355	241	104	6	8
316617	224	354	236	105	7	8
318912	225	354	231	106	8	8
320989	223	354	226	107	9	8
323087	222	354	223	108	10	8
325154	219	353	222	109	11	8
327211	221	353	224	110	12	8
329337	226	353	225	111	13	8
331404	225	353	228	112	14	8
336716	227	353	234	113	1	9
338956	228	353	233	114	2	9
341112	223	354	234	115	3	9
343366	221	354	232	116	4	9
345763	224	354	229	117	5	9
347859	226	354	224	118	6	9
349966	227	354	222	119	7	9
352142	226	354	223	120	8	9
354208	224	354	224	121	9	9
356286	221	353	229	122	10	9
358422	217	353	236	123	11	9
360538	217	353	238	124	12	9
362595	216	353	240	125	13	9
364672	219	353	244	126	14	9
369607	220	352	249	127	1	10
371753	218	353	250	128	2	10
373782	218	353	251	129	3	10
375967	220	353	252	130	4	10
378284	223	352	255	131	5	10
380495	226	352	254	132	6	10
382710	228	352	254	133	7	10
384866	229	352	250	134	8	10
386962	228	352	245	135	9	10
389019	225	352	241	136	10	10
391065	223	352	240	137	11	10
393143	225	352	240	138	12	10
395210	229	352	242	139	13	10
397356	228	352	243	140	14	10
402480	228	352	248	141	1	11
404765	230	352	249	142	2	11
407071	226	353	247	143	3	11
409525	223	353	242	144	4	11
411860	227	353	235	145	5	11
414036	229	353	227	146	6	11
416373	230	353	223	147	7	11
418797	230	353	222	148	8	11
420984	228	353	225	149	9	11
423433	225	352	231	150	10	11
425598	220	352	233	151	11	11
427932	219	351	235	152	12	11
430206	218	351	235	153	13	11
432799	221	351	237	154	14	11
437665	220	350	237	155	1	12
439852	218	350	238	156	2	12
442018	219	349	240	157	3	12
444223	220	349	239	158	4	12
446301	224	349	239	159	5	12
448516	227	349	240	160	6	12
450751	230	348	237	161	7	12
452889	230	348	233	162	8	12
455025	229	348	226	163	9	12
457112	226	348	221	164	10	12
459180	224	347	217	165	11	12
461287	226	347	216	166	12	12
463546	229	346	219	167	13	12
465671	228	346	222	168	14	12
470657	227	346	227	169	1	13
472812	228	346	228	170	2	13
475208	225	346	229	171	3	13
477393	222	346	225	172	4	13
479500	225	346	221	173	5	13
481966	228	346	218	174	6	13
484520	229	345	218	175	7	13
486987	228	345	222	176	8	13
489104	226	345	225	177	9	13
491408	223	345	228	178	10	13
493544	219	345	231	179	11	13
495838	218	344	235	180	12	13
498083	217	344	238	181	13	13
500378	219	344	239	182	14	13
505184	217	343	236	183	1	14
507433	215	343	239	184	2	14
509590	215	343	240	185	3	14
511747	216	343	241	186	4	14
514112	220	342	243	187	5	14
516317	223	342	242	188	6	14
518622	225	342	242	189	7	14
520738	226	342	240	190	8	14
522916	225	342	236	191	9	14
525014	223	342	231	192	10	14
527140	220	341	228	193	11	14
529307	222	341	229	194	12	14
531453	226	341	232	195	13	14
533512	225	341	236	196	14	14
538675	223	341	239	197	1	15
540931	223	341	239	198	2	15
543037	220	341	237	199	3	15
545173	217	341	234	200	4	15
547250	220	341	229	201	5	15
549479	223	341	228	202	6	15
551674	223	341	229	203	7	15
553830	223	341	228	204	8	15
556018	221	341	229	205	9	15
558174	217	341	234	206	10	15
560478	214	341	239	207	11	15
562712	213	341	244	208	12	15
564898	213	341	246	209	13	15
567004	215	340	249	210	14	15
572276	213	340	256	211	1	16
574512	211	341	258	212	2	16
576550	211	340	257	213	3	16
578677	211	340	255	214	4	16
580843	215	340	253	215	5	16
582972	218	340	250	216	6	16
585158	220	340	246	217	7	16
587305	221	340	243	218	8	16
589526	220	340	240	219	9	16
591674	218	340	236	220	10	16
593801	214	340	236	221	11	16
595908	217	340	237	222	12	16
597976	221	340	238	223	13	16
600053	220	340	242	224	14	16
615250	220	341	269	225	1	17
619599	221	341	268	226	2	17
620251	221	341	268	227	3	17
643219	221	342	255	228	4	17
643929	221	342	255	229	5	17
644648	221	342	255	230	6	17
645388	221	342	254	231	7	17
646148	221	342	253	232	8	17
648469	221	342	251	233	9	17
649100	221	342	250	234	10	17
649949	221	342	250	235	11	17
650660	221	342	249	236	12	17
651433	221	342	249	237	13	17
652163	221	342	250	238	14	17
652893	221	342	248	239	15	17
653613	221	342	249	240	16	17
654332	221	342	248	241	17	17
657420	221	342	247	242	18	17
693946	220	341	248	243	19	17
700105	220	341	246	244	20	17
704434	220	341	245	245	21	17
710238	219	341	244	246	22	17
714715	218	340	239	247	23	17
740132	215	338	223	248	24	17
61378	196	347	186	1	1	1
63410	199	346	184	2	2	1
65745	195	346	181	3	3	1
68330	191	346	182	4	4	1
70935	193	346	181	5	5	1
73602	195	345	174	6	6	1
76151	196	345	172	7	7	1
79045	195	344	177	8	8	1
81601	193	344	187	9	9	1
83916	191	343	200	10	10	1
86023	188	343	207	11	11	1
88100	187	342	208	12	12	1
90169	185	342	207	13	13	1
92276	189	341	205	14	14	1
97330	194	340	207	15	1	2
99546	191	340	208	16	2	2
101724	193	339	209	17	3	2
103940	193	339	213	18	4	2
106126	197	338	215	19	5	2
108312	199	338	216	20	6	2
110469	201	337	216	21	7	2
112566	202	337	209	22	8	2
114654	201	336	200	23	9	2
116979	199	336	194	24	10	2
119137	197	336	191	25	11	2
121475	200	335	191	26	12	2
123543	204	335	191	27	13	2
125759	201	335	191	28	14	2
130734	206	335	193	29	1	3
133071	209	335	193	30	2	3
135340	205	335	193	31	3	3
137656	202	335	194	32	4	3
140181	205	335	193	33	5	3
142625	206	335	190	34	6	3
144911	207	335	188	35	7	3
147457	207	334	193	36	8	3
149951	205	334	202	37	9	3
152158	202	334	208	38	10	3
154313	199	333	213	39	11	3
156520	198	333	217	40	12	3
158714	197	332	220	41	13	3
160812	199	332	220	42	14	3
165769	205	332	223	43	1	4
168053	202	332	223	44	2	4
170432	203	332	226	45	3	4
172512	204	332	228	46	4	4
174599	207	331	229	47	5	4
176667	210	331	230	48	6	4
178706	211	331	229	49	7	4
180773	212	331	223	50	8	4
182939	211	330	216	51	9	4
185097	209	330	211	52	10	4
187174	207	330	210	53	11	4
189242	210	330	211	54	12	4
191320	214	330	211	55	13	4
193457	212	330	211	56	14	4
198383	216	330	213	57	1	5
200540	218	331	213	58	2	5
202677	214	331	213	59	3	5
205193	210	331	215	60	4	5
207758	213	331	214	61	5	5
210456	215	332	213	62	6	5
212706	216	332	210	63	7	5
215378	216	331	213	64	8	5
217792	214	331	221	65	9	5
219938	211	331	225	66	10	5
222095	207	331	229	67	11	5
224182	207	331	230	68	12	5
226270	206	331	233	69	13	5
228377	209	331	234	70	14	5
233620	213	331	239	71	1	6
